review_id,rating,body,app_version
07a5cf76-53bf-442b-a13c-b6174bb75410,1,"TIRA GAVE ME FAKE PRODUCT The description on the bottle is completely different from the original product, The texture is different ,even the colour and smell are different. when I tried to return the product they just raised return and canceled it after a day. I tried so many times and talked to customer service they just raised return and cancel it it has been more than 2,3, week . but no one came to pick the product.",4.7.0
b2ddfbf8-c8f8-4444-b1df-963c19837bd5,4,"lately Tira app is not able to open, either says check internet connection or keep loading ,it's been hours I am trying to open it ,I even send an email to the team",4.7.0
cb35cceb-29bf-4620-a284-c54f635a37b8,5,Good,1.2.1
8db01ccf-b6a4-42e5-bb57-57a4806064b9,1,Highest price,3.8.0
9ad56e06-b2cc-45f8-8273-442c324ee61d,4,good,4.6.0
1adc8021-0adf-4e92-941a-cf541536f043,5,Cii,1.0.6
f92e883a-f855-4d0b-a4b2-a29197472600,3,Snn it,1.0.6
e39e2cc6-328a-419c-ab72-3dedd84ccea2,2,"Although Tira is okay, I don't know why it keeps logging out on my phone. can you please look into this!",4.6.0
e795e8be-5e46-4197-a47b-8fe6b521f5fe,5,Mahendr singh,1.0.1
e5565cca-0fcb-4b74-827c-845736cfb191,5,2e23 ki,1.0.5
4507ede7-cd7e-47f2-b784-86529b45e142,5,ok,4.7.0
8b3d01ca-e9eb-43a4-a177-f4f6e641f0a8,1,very very slow,4.6.0
baca3b26-d922-475c-93c3-30a73166d61d,3,યપહ.સહસવહસ.હસ.યહયભરહયવસસ.હસહસ.સસ.હ..સસ..હહહહહહહસહહસહસસસહહસવહ.સહશલશસસ....યહયભરહયહ.સ.સસ..સ.....સવ.....,1.0.6
7e39cef7-7e43-4f24-8c31-0c7b621b3a8b,1,"The worst online platform ever.. customer care is a joke..first they cancel the order due to their inadequacies without informing prior, when u question they ask u to reorder which gets delayed endlessly nd finally to receive a different product than what u ordered..nd the product is not sealed as well! If u value ur time nd energy better think of some other options than getting scammed",3.8.0
34097bc3-b4d1-4b3e-93a0-14941f9c8629,1,"I've had multiple bad experiences with this app. I've received spoiled and damaged products, then received the wrong product, and after returning the product, they gave me a discount coupon. I used that to order a product, and they cancelled my order. Why give discount offers when you are not willing to sell the product at a discounted price?! And the delivery is so slow!! Nothing can beat Nykaa for sure. NEVER USING THIS APP AGAIN!!!",2.5.0
b346fcde-156d-4894-abc9-35da0dee1542,5,wonderful,4.7.0
dc55d912-ca53-4784-b831-cf154fb3a400,5,Easy to use.,2.8.0
8efcdc4f-04c9-4597-ac2e-041ae1dc4a06,5,nice product 👌,4.6.0
6afa3822-f6e9-4174-b59b-a73951c27edc,1,Wrost app ever. Doesn't deliver on the promise timeline given then randomly cancels your order without any reason. This is not at all acceptable.,2.3.0
f66ab0ce-caa1-406c-8891-9ea6b16fc6f6,5,love ❤️,4.6.0
35b14b5d-9229-48ce-acdd-c530e765eaa7,1,"Not good, prices high level😡",1.1.0
60577b9f-5628-4f25-b7bc-0be614f49c5d,1,fraud brand...Would not even want to give one star.. the experience was horrible received a fake product and they won't accept your return if you order online and the customer service people will only say nothing other than sorry..they will find some reason to reject you return...can't understand why these people need to earn by cheating someone...please don't buy anything from this pathetic brand..and again they contacted me by replying to my feedback and the same response money is lost...,5.5.0
904082db-eff5-441f-981c-885ca646d783,1,Horrible,2.8.0
63ef0cfb-4ab5-4ba2-a3da-9aab5b61484f,5,Super ...it was great discount,1.1.0
2485acc3-870f-404d-82e5-e68d877cc8b3,5,It's a good site,1.7.1
c3ad07ef-73d9-43ef-a604-65732fbbf487,5,Ki ni,1.0.5
52cd1b4e-2ab0-4aac-a41f-74851e748745,1,Extremely poor service ... Fake platform to scam and sell products ... Not genuine at all !😡😡😡😡😡,3.5.0
1cb21469-3797-4d6b-8076-88e7f2c834de,5,Amazing...one place to get all beauty products.,3.5.0
739ecba0-7f1f-47df-9018-2abd4de7a28d,1,"I ordered first tym from this app There delivery is too slow They delivered in 12 days After that when got my product, i saw they send me the wrong product Then i complained as well as file the return request.. they didn't given me rude response and cancelled my return request within 4 days without any reason. So buy from Nykaa .. Bycott this worst app Tira💔",2.8.0
837f3b61-6c62-4f57-96aa-3113ff6a58d7,5,I order form tira a sunscreen approx 1500 but I recieved mascara I am shocked how is the possible then I checked review and I am so scared that time I thought my money has gone but I claim for returning my parcel i contact with tira members she listing my problem and solve my query my money return in my account I hope tira work on own service,2.5.0
b11ad89a-c425-4170-bf4a-a0fb309bc367,4,Apishek Kuimr,1.0.6
be539a66-2f0c-4cb8-a511-85f75f3ddfb7,1,Worst app fells like recieving duplicate product never gonna purchase anything from here,1.2.0
5446e100-8b40-40d6-8ceb-752bd15df0a2,5,The best offer I got from tira than any other app thanks tira,3.8.0
637d8901-9375-4455-9ad8-d56c0cb099c7,1,Poor app . First I got a damaged product and then when I try to complaint about it the application keeps on crashing. Really disappointed.,1.1.0
993da291-8577-49c6-8e3f-5f78ed1c322f,1,Third class App ordered the products and they didnt got it delivered and got cancelled at the end,1.2.0
4996f41f-b126-4fe2-afe2-3efa6d18f82f,5,I'm ausing fast time late me see I hope this good,3.8.0
31d27db5-e281-48d2-890e-7a7a8b742cff,5,Super online shopping app love ❤️ it,2.5.0
6fc1bb45-37d0-463c-a708-114e9926277f,5,Very good,3.5.0
64b76b8a-630f-493a-8593-a9e16301c53b,5,Good,3.8.0
435f4647-0c13-439f-a2f2-e12b24176f65,5,I love this so much differently deserve 5 stars there's literally alot of makeup products that I luv it's like K beauty products my question is this I moved to Kerala so I wonder if they deliver there to?,4.7.0
16ad2dbc-89e8-467f-94df-6800c9d68cae,1,"Please make the product available all over India , this app keep resisting payment method,So annoying",3.5.0
ddd05e62-5274-40b0-9ca8-cb56cc448e64,4,Many Payment mode needed,2.5.0
0f66fc0f-7d33-4611-b586-d61418812075,4,Useful and easy,3.5.0
