item_id,Item Code,Brand,L1,Product Priority,Social Nudge
7540496,949212,Lakme,Makeup,1.0,1000+ units sold in the last month
7559242,949213,Lakme,Makeup,2.0,1000+ units sold in the last month
7577679,1128361,Be Bodywise,Fragrance,3.0,1000+ units sold in the last month
7614121,1165924,Beauty of Joseon,Skin,4.0,1000+ units sold in the last month
8574543,REWARD-1142438,RENEE,Makeup,5.0,1000+ units sold in the last month
7597907,1143221,Beauty of Joseon,Skin,6.0,1000+ units sold in the last month
7615344,1165191,L'Oreal Paris,Makeup,7.0,1000+ units sold in the last month
8576384,1179429,FENTY BEAUTY,Makeup,8.0,1000+ units sold in the last month
7559256,891948,Lakme,Makeup,9.0,1000+ units sold in the last month
7608915,REWARD-1075871,PAC,Makeup,10.0,500+ units sold in the last month
7522436,1023400,COSRX,Skin,11.0,1000+ units sold in the last month
8722302,REWARD-952444,essence,Makeup,12.0,500+ units sold in the last month
8576339,1179427,FENTY BEAUTY,Makeup,13.0,500+ units sold in the last month
7559280,406760,Lakme,Makeup,14.0,1000+ units sold in the last month
7575628,COMBO_231018085011-0KZ,Nivea,Skin,15.0,1000+ units sold in the last month
7608432,1154593,The Ordinary,Skin,16.0,1000+ units sold in the last month
7608829,1157775,TIRTIR,Makeup,17.0,1000+ units sold in the last month
7608535,1158500,Sheglam,Makeup,18.0,1000+ units sold in the last month
7597917,1143223,Beauty of Joseon,Skin,19.0,1000+ units sold in the last month
9462045,1199106,PAULA'S CHOICE,Skin,20.0,
7589963,1131724,WishCare,Makeup,21.0,1000+ units sold in the last month
7613619,REWARD-1158500,Sheglam,Makeup,22.0,500+ units sold in the last month
8810408,1192210,Dr.Althea,Skin,23.0,1000+ units sold in the last month
7608528,1158507,Sheglam,Makeup,24.0,1000+ units sold in the last month
8732537,1188613,Celimax,Skin,25.0,1000+ units sold in the last month
7595618,1138298,KIKO Milano,Makeup,26.0,1000+ units sold in the last month
7612640,1162044,Axis-Y,Skin,27.0,1000+ units sold in the last month
7594277,1136962,Innisfree,Makeup,28.0,1000+ units sold in the last month
7545885,411660,Bioderma,Skin,29.0,1000+ units sold in the last month
7608423,1154583,The Ordinary,Skin,30.0,1000+ units sold in the last month
7551198,1086247,WishCare,Hair,31.0,1000+ units sold in the last month
8576474,1179464,FENTY BEAUTY,Makeup,32.0,500+ units sold in the last month
7576858,1129263,Plum,Skin,33.0,1000+ units sold in the last month
7598157,1142438,RENEE,Makeup,34.0,1000+ units sold in the last month
7608549,1158508,Sheglam,Makeup,35.0,500+ units sold in the last month
7531694,1023970,Plum,Skin,36.0,1000+ units sold in the last month
7593991,1134042,Wishcare,Fragrance,37.0,1000+ units sold in the last month
9462043,1199105,PAULA'S CHOICE,Skin,38.0,
7546935,1079995,Lakme,Skin,39.0,1000+ units sold in the last month
7575823,COMBO_231020115938-EVU,L'Oreal Professionnel,Hair,40.0,1000+ units sold in the last month
7543190,1087356,Etude,Makeup,41.0,1000+ units sold in the last month
7522232,1023399,COSRX,Skin,42.0,1000+ units sold in the last month
7554476,1088054,Maybelline New York,Makeup,43.0,1000+ units sold in the last month
7551202,1086250,WishCare,Bath & Body,44.0,1000+ units sold in the last month
7608411,1154590,The Ordinary,Hair,45.0,500+ units sold in the last month
7596087,1137646,WishCare,Skin,46.0,1000+ units sold in the last month
8576390,1179467,FENTY BEAUTY,Makeup,47.0,500+ units sold in the last month
7567271,1116607,Huda Beauty,Makeup,48.0,500+ units sold in the last month
7591109,1133690,SKIN1004,Skin,49.0,1000+ units sold in the last month
7547025,1080053,Lakme,Makeup,50.0,1000+ units sold in the last month
7591102,1133711,SKIN1004,Skin,51.0,1000+ units sold in the last month
7531921,1002795,Minimalist,Skin,52.0,1000+ units sold in the last month
7592046,1134044,Be Bodywise,Bath & Body,53.0,1000+ units sold in the last month
8640815,1183932,Rom&nd,Makeup,54.0,1000+ units sold in the last month
11071108,1198935,Tira,Makeup,55.0,
8969591,1195796,REDKEN,Hair,56.0,500+ units sold in the last month
7615974,1169472,Biodance,Skin,57.0,1000+ units sold in the last month
7600093,1143612,Laneige,Skin,58.0,1000+ units sold in the last month
7594352,13777,Johnson's Baby,Mom & Baby,59.0,1000+ units sold in the last month
7542322,1081193,K18,Hair,60.0,500+ units sold in the last month
7602988,1149379,COSRX,Skin,61.0,1000+ units sold in the last month
7523996,947278,Garnier,Makeup,62.0,1000+ units sold in the last month
7590864,1131968,Inde Wild,Hair,63.0,1000+ units sold in the last month
7524008,947279,Garnier,Makeup,64.0,1000+ units sold in the last month
7550292,891953,Lakme,Makeup,65.0,1000+ units sold in the last month
8722975,REWARD-1158512,Sheglam,Makeup,66.0,
7559147,891954,Lakme,Makeup,67.0,1000+ units sold in the last month
7532238,1002788,Minimalist,Skin,68.0,1000+ units sold in the last month
7608626,1158512,Sheglam,Makeup,69.0,500+ units sold in the last month
8576400,1179468,FENTY BEAUTY,Makeup,70.0,500+ units sold in the last month
7547813,1079342,BBlunt,Hair,71.0,1000+ units sold in the last month
8690219,1187468,FENTY BEAUTY,Makeup,72.0,
7591136,COMBO_240205111743-5VA,COSRX,Skin,73.0,1000+ units sold in the last month
7555483,1103036,L'OREAL PROFESSIONNEL,Hair,74.0,1000+ units sold in the last month
7564934,973040,Maybelline New York,Makeup,75.0,1000+ units sold in the last month
7547367,835392,Johnson's Baby,Mom & Baby,76.0,
7552401,1077903,Tulips,Makeup,77.0,1000+ units sold in the last month
7572211,1123613,Inde Wild,Hair,78.0,1000+ units sold in the last month
7552013,1044005,Cetaphil,Skin,79.0,1000+ units sold in the last month
8640814,1183933,Rom&nd,Makeup,80.0,500+ units sold in the last month
7597905,1143210,Beauty of Joseon,Skin,81.0,1000+ units sold in the last month
7554312,940611,Maybelline New York,Makeup,82.0,500+ units sold in the last month
7532308,1002790,Minimalist,Skin,83.0,1000+ units sold in the last month
8929219,1196168,KERASTASE,Hair,84.0,
7619003,REWARD-1116351,Huda Beauty,Makeup,85.0,
8623632,1182956,ISDIN,Skin,86.0,500+ units sold in the last month
7555469,1103112,L'OREAL PROFESSIONNEL,Hair,87.0,1000+ units sold in the last month
9525589,1191514,Kayali,Fragrance,88.0,500+ units sold in the last month
7559282,892924,Lakme,Makeup,89.0,1000+ units sold in the last month
7567458,1095667,Minimalist,Skin,90.0,1000+ units sold in the last month
7559444,996542,L'Oreal Paris,Hair,91.0,1000+ units sold in the last month
7567350,1112998,Bobbi Brown,Makeup,92.0,
7511621,974094,Insight Cosmetics,Makeup,93.0,1000+ units sold in the last month
7576135,COMBO_231102034224-5Z5,The Face Shop,Skin,94.0,500+ units sold in the last month
7531635,1013416,Simple,Skin,95.0,1000+ units sold in the last month
7568422,1120202,Daily Life Forever52,Makeup,96.0,500+ units sold in the last month
8640816,1183943,Rom&nd,Makeup,97.0,500+ units sold in the last month
7527026,1066281,Bronson Professional,Tools & Appliances,98.0,
7561886,1096842,Deconstruct,Skin,99.0,1000+ units sold in the last month
7594127,COMBO_240314045353-VYZ,Maybelline New York,Makeup,100.0,1000+ units sold in the last month
7551180,1086248,WishCare,Bath & Body,101.0,1000+ units sold in the last month
7608252,1157496,Beauty of Joseon,Skin,102.0,1000+ units sold in the last month
7559152,891940,Lakme,Makeup,103.0,1000+ units sold in the last month
7576417,COMBO_231109064208-P6L,Olaplex,Hair,104.0,500+ units sold in the last month
8722288,REWARD-892924,Lakme,Makeup,105.0,500+ units sold in the last month
8845746,1192149,medicube,Skin,106.0,1000+ units sold in the last month
7600640,COMBO_240619102913-BMD,Plum,Bath & Body,107.0,
7591112,1133712,SKIN1004,Skin,108.0,1000+ units sold in the last month
7597912,1143205,Beauty of Joseon,Skin,109.0,1000+ units sold in the last month
7541542,1075871,PAC,Makeup,110.0,500+ units sold in the last month
7592601,1135781,Huda Beauty,Makeup,111.0,500+ units sold in the last month
8748446,1190439,Cetaphil,Skin,112.0,1000+ units sold in the last month
7520802,1040087,Olaplex,Hair,113.0,500+ units sold in the last month
7591081,1133701,SKIN1004,Skin,114.0,1000+ units sold in the last month
7608644,1158647,Sheglam,Makeup,115.0,
7567284,1116558,Huda Beauty,Makeup,116.0,
7609355,1154419,The Ordinary,Skin,117.0,1000+ units sold in the last month
8576451,1179430,FENTY BEAUTY,Makeup,118.0,500+ units sold in the last month
7589962,1131723,WishCare,Makeup,119.0,500+ units sold in the last month
8845769,1192166,medicube,Skin,120.0,500+ units sold in the last month
7553448,1090176,Minimalist,Skin,121.0,1000+ units sold in the last month
7550296,949306,Lakme,Makeup,122.0,1000+ units sold in the last month
7599873,1141446,Caudalie,Skin,123.0,
7524004,1002777,Minimalist,Skin,124.0,1000+ units sold in the last month
7598370,1140045,The Face Shop,Skin,125.0,1000+ units sold in the last month
7554351,1090042,Bioderma,Skin,126.0,1000+ units sold in the last month
7612891,1162336,Etude,Makeup,127.0,500+ units sold in the last month
7608436,1154598,The Ordinary,Skin,128.0,500+ units sold in the last month
7540729,993309,Maybelline New York,Makeup,129.0,
7608561,1158520,Sheglam,Makeup,130.0,
7549555,1088092,Sebamed,Makeup,131.0,
7548379,934829,The Face Shop,Skin,132.0,1000+ units sold in the last month
7613621,REWARD-1110558,Olaplex,Hair,133.0,
7545922,411642,Bioderma,Makeup,134.0,500+ units sold in the last month
7608478,1158431,Sheglam,Makeup,135.0,
10781236,REWARD-1191539,Cetaphil,Skin,136.0,
7535774,930330,Tulips,Makeup,137.0,1000+ units sold in the last month
7554346,1090046,Bioderma,Skin,138.0,1000+ units sold in the last month
10780952,REWARD-1140133,Kundal,Hair,139.0,500+ units sold in the last month
7594036,1134054,Bronson Professional,Makeup,140.0,1000+ units sold in the last month
8592061,1181377,FAE BEAUTY,Makeup,141.0,500+ units sold in the last month
7617894,1171845,WINSTON,Tools & Appliances,142.0,500+ units sold in the last month
7599000,1144207,Foxtale,Skin,143.0,1000+ units sold in the last month
7559283,406761,Lakme,Makeup,144.0,1000+ units sold in the last month
7608251,1157495,Beauty of Joseon,Skin,145.0,1000+ units sold in the last month
7609353,1154411,The Ordinary,Skin,146.0,
7568435,1120200,Daily Life Forever52,Makeup,147.0,500+ units sold in the last month
7532252,1002784,Minimalist,Skin,148.0,1000+ units sold in the last month
7566006,1110991,Charmacy Milano,Makeup,149.0,500+ units sold in the last month
7604420,1150205,K18,Hair,150.0,500+ units sold in the last month
7523722,1067929,Embryolisse,Skin,151.0,500+ units sold in the last month
8609263,1182134,Dove,Bath & Body,152.0,
7599957,1145889,Lakme,Makeup,153.0,500+ units sold in the last month
8615207,1182209,AGARO,Tools & Appliances,154.0,500+ units sold in the last month
7504224,1013458,Vaseline,Makeup,155.0,1000+ units sold in the last month
7521859,995963,Re'equil,Skin,156.0,1000+ units sold in the last month
7617479,1170561,SKIN1004,Skin,157.0,1000+ units sold in the last month
7567193,1116351,Huda Beauty,Makeup,158.0,
7597916,1143219,Beauty of Joseon,Skin,159.0,1000+ units sold in the last month
7567198,1116543,Huda Beauty,Makeup,160.0,
8245360,REWARD-952672,Jaguar,Fragrance,161.0,
7591820,1135192,Swiss Beauty,Makeup,162.0,1000+ units sold in the last month
7619031,1177727,WishCare,Hair,163.0,500+ units sold in the last month
8810417,1192214,Dr.Althea,Skin,164.0,1000+ units sold in the last month
7523983,1023393,COSRX,Skin,165.0,1000+ units sold in the last month
8583990,1178820,Asaya,Skin,166.0,1000+ units sold in the last month
10782147,1199254,Re'equil,Skin,167.0,
7610208,1157552,Kayali,Fragrance,168.0,
7598366,1141594,Plum,Fragrance,169.0,
7556695,949676,Lakme,Makeup,170.0,
8809121,1192476,Be Bodywise,Bath & Body,171.0,
9664455,1199840,Arencia,Skin,172.0,
7553256,1089799,LOVE beauty AND planet,Hair,173.0,1000+ units sold in the last month
7521242,1040083,Olaplex,Hair,174.0,500+ units sold in the last month
7545921,411641,Bioderma,Makeup,175.0,500+ units sold in the last month
8629006,REWARD-1141267,M.A.C,Makeup,176.0,
7532223,1002792,Minimalist,Skin,177.0,1000+ units sold in the last month
8576581,1179598,FENTY BEAUTY,Makeup,178.0,
7607661,1150868,Be Bodywise,Fragrance,179.0,
7559287,1013684,Lakme,Skin,180.0,1000+ units sold in the last month
7567279,1116352,Huda Beauty,Makeup,181.0,
7541287,1076811,PAC,Makeup,182.0,
7526902,1066303,Bronson Professional,Tools & Appliances,183.0,500+ units sold in the last month
7608767,1157717,TIRTIR,Makeup,184.0,500+ units sold in the last month
7548309,934827,The Face Shop,Skin,185.0,1000+ units sold in the last month
7553449,1090181,Minimalist,Skin,186.0,500+ units sold in the last month
7600103,1144285,Laneige,Skin,187.0,1000+ units sold in the last month
7617147,1169820,Nexxus,Hair,188.0,500+ units sold in the last month
7597895,1143211,Beauty of Joseon,Skin,189.0,1000+ units sold in the last month
7604593,1149852,Beardo,Men,190.0,
7567157,1116354,Huda Beauty,Makeup,191.0,
7524037,1023392,COSRX,Skin,192.0,1000+ units sold in the last month
7598439,COMBO_240516120352-2BT,Plum,Skin,193.0,500+ units sold in the last month
7527199,1066205,Bronson Professional,Tools & Appliances,194.0,
7573533,1125870,Plum,Bath & Body,195.0,500+ units sold in the last month
7567209,1116610,Huda Beauty,Makeup,196.0,
7599936,1134158,Tira,Makeup,197.0,1000+ units sold in the last month
7545637,1081029,RENEE,Makeup,198.0,
8702553,REWARD-1122192,Tira,Makeup,199.0,
9462051,1199107,PAULA'S CHOICE,Skin,200.0,
8845770,1192173,medicube,Skin,201.0,500+ units sold in the last month
7597664,1140350,PIXI,Makeup,202.0,500+ units sold in the last month
7554364,1103737,Neutrogena,Skin,203.0,1000+ units sold in the last month
7545883,1062670,Bioderma,Bath & Body,204.0,
7619044,COMBO_250612122001-2X9,Nivea,Bath & Body,205.0,
7549462,1076676,Faces Canada,Makeup,206.0,500+ units sold in the last month
7525259,952444,essence,Makeup,207.0,
7593095,1133961,L'Oreal Paris,Hair,208.0,500+ units sold in the last month
8631219,1182486,Majestique,Tools & Appliances,209.0,
8602451,1165081,Sol de Janeiro,Bath & Body,210.0,
8640818,1183946,Rom&nd,Makeup,211.0,500+ units sold in the last month
7532293,1002789,Minimalist,Skin,212.0,500+ units sold in the last month
7527996,1043263,L'occitane,Bath & Body,213.0,
7592045,1134043,Be Bodywise,Bath & Body,214.0,500+ units sold in the last month
8627351,1181912,L'Oreal Paris,Hair,215.0,500+ units sold in the last month
7577575,1128356,Be Bodywise,Bath & Body,216.0,500+ units sold in the last month
7608489,1158438,Sheglam,Makeup,217.0,500+ units sold in the last month
7608952,REWARD-1143221,Beauty of Joseon,Skin,218.0,500+ units sold in the last month
7608956,REWARD-1081192,K18,Hair,219.0,
7518063,1018150,Nivea,Bath & Body,220.0,500+ units sold in the last month
7609349,1154414,The Ordinary,Hair,221.0,500+ units sold in the last month
7521333,1040082,Olaplex,Hair,222.0,
7608962,REWARD-1090046,Bioderma,Skin,223.0,500+ units sold in the last month
7593834,1127570,Nails Our Way,Makeup,224.0,
7564935,993348,Maybelline New York,Makeup,225.0,
9489827,COMBO_260407120521343-CW7T,Inde Wild,Hair,226.0,
7598158,1142619,RENEE,Makeup,227.0,
7559150,891952,Lakme,Makeup,228.0,1000+ units sold in the last month
7607416,1156520,I'm From,Skin,229.0,1000+ units sold in the last month
7596551,1140731,M.A.C,Makeup,230.0,
8602626,1181412,mCaffeine,Bath & Body,231.0,500+ units sold in the last month
7535525,1070046,Beautiliss Professional,Makeup,232.0,1000+ units sold in the last month
7616246,1169891,Rom&nd,Makeup,233.0,500+ units sold in the last month
7598032,1143330,WishCare,Hair,234.0,500+ units sold in the last month
7579054,1132059,Foxtale,Skin,235.0,1000+ units sold in the last month
7593546,1131533,Dove,Hair,236.0,1000+ units sold in the last month
7551538,1047685,Faces Canada,Makeup,237.0,500+ units sold in the last month
7572207,1123614,Inde Wild,Hair,238.0,500+ units sold in the last month
8602428,1164993,Sol de Janeiro,Fragrance,239.0,
10785912,REWARD-406299,Sebamed,Mom & Baby,240.0,
7559094,1110558,Olaplex,Hair,241.0,500+ units sold in the last month
7608650,1158572,Sheglam,Makeup,242.0,
7597401,1137405,Maybelline New York,Makeup,243.0,500+ units sold in the last month
7619679,REWARD-1110557,Olaplex,Hair,244.0,
7609120,1157785,TIRTIR,Skin,245.0,500+ units sold in the last month
8776677,1189379,Inde Wild,Hair,246.0,500+ units sold in the last month
7561434,1103810,The Body Shop,Bath & Body,247.0,
10748427,1196734,The Ordinary,Skin,248.0,
7608676,1158646,Sheglam,Makeup,249.0,
7573360,1111366,Vaseline,Bath & Body,250.0,1000+ units sold in the last month
7608575,1158468,Sheglam,Makeup,251.0,500+ units sold in the last month
7503222,952365,essence,Makeup,252.0,
7608791,1157716,TIRTIR,Makeup,253.0,
7597913,1143207,Beauty of Joseon,Skin,254.0,1000+ units sold in the last month
7597284,1136771,Philips,Men,255.0,
8722976,REWARD-1018139,Nivea,Bath & Body,256.0,
7556679,1095378,PAC,Tools & Appliances,257.0,
7556559,1102612,Pilgrim,Skin,258.0,
7608953,REWARD-1086247,WishCare,Hair,259.0,
7609873,REWARD-1140045,The Face Shop,Skin,260.0,
7594280,1137512,Dove,Hair,261.0,1000+ units sold in the last month
9232646,1196537,The Ordinary,Skin,262.0,
7552025,381943,Cetaphil,Bath & Body,263.0,500+ units sold in the last month
9525590,1191513,Kayali,Fragrance,264.0,
8861271,1190588,APLB,Bath & Body,265.0,
7549238,1053548,L'Oreal Paris,Hair,266.0,
7568410,1120206,Daily Life Forever52,Makeup,267.0,
8686660,1185881,RENEE,Makeup,268.0,
7568375,1120006,Daily Life Forever52,Makeup,269.0,
7523762,1067928,Embryolisse,Skin,270.0,1000+ units sold in the last month
7563262,1110901,COSRX,Skin,271.0,500+ units sold in the last month
7614307,1165174,Foxtale,Skin,272.0,1000+ units sold in the last month
8743951,1189279,WINSTON,Tools & Appliances,273.0,500+ units sold in the last month
7568437,1120205,Daily Life Forever52,Makeup,274.0,500+ units sold in the last month
7511137,974091,Insight Cosmetics,Makeup,275.0,1000+ units sold in the last month
7540709,1007172,The Face Shop,Skin,276.0,1000+ units sold in the last month
7618120,1174194,ClayCo.,Skin,277.0,1000+ units sold in the last month
7619041,1177003,Brillare,Hair,278.0,500+ units sold in the last month
7539636,949590,Lakme,Skin,279.0,1000+ units sold in the last month
8602445,1165295,Sol de Janeiro,Fragrance,280.0,
7575920,1121068,Minimalist,Hair,281.0,
7566009,1110994,Charmacy Milano,Makeup,282.0,
7549246,1053547,L'Oreal Paris,Hair,283.0,
7566011,1110992,Charmacy Milano,Makeup,284.0,
7613262,1162585,Plum,Skin,285.0,500+ units sold in the last month
10439841,1163631,Eclipse Solaire,Skin,286.0,
10786529,REWARD-1009082,Ramsons,Fragrance,287.0,
8592062,1181376,FAE BEAUTY,Makeup,288.0,
7609088,1152994,Milk Baobab,Bath & Body,289.0,500+ units sold in the last month
7608417,1154580,The Ordinary,Skin,290.0,
7558720,1107330,Rom&nd,Makeup,291.0,
7534843,949738,AND,Fragrance,292.0,
7608422,1154578,The Ordinary,Skin,293.0,500+ units sold in the last month
7611463,REWARD-1040083,Olaplex,Hair,294.0,
7502106,1010868,Swiss Beauty,Makeup,295.0,500+ units sold in the last month
7558803,1110398,Rom&nd,Makeup,296.0,
7613541,1164655,FAE BEAUTY,Makeup,297.0,
8576531,1179541,FENTY BEAUTY,Makeup,298.0,
7577148,1087791,L'Oreal Paris,Makeup,299.0,1000+ units sold in the last month
8574560,REWARD-1137398,Maybelline New York,Makeup,300.0,
7602087,1147492,COSRX,Skin,301.0,1000+ units sold in the last month
7515926,825339,Nivea,Fragrance,302.0,
10785460,REWARD-1187676,Benefit Cosmetics,Makeup,303.0,
7542321,1081192,K18,Hair,304.0,
8576601,1179542,FENTY BEAUTY,Makeup,305.0,
7775039,1177242,Dove,Hair,306.0,
7612443,1162526,mCaffeine,Bath & Body,307.0,
8609258,1182133,Dove,Bath & Body,308.0,
8781302,1191458,FAE BEAUTY,Makeup,309.0,
7555467,1103001,Biolage,Hair,310.0,500+ units sold in the last month
7612230,REWARD-1154578,The Ordinary,Skin,311.0,
7523987,947276,Garnier,Makeup,312.0,
10780970,REWARD-1152999,Milk Baobab,Bath & Body,313.0,
7545915,857265,Bioderma,Makeup,314.0,
9462052,1199110,PAULA'S CHOICE,Skin,315.0,
7527183,1066309,Bronson Professional,Tools & Appliances,316.0,500+ units sold in the last month
10748428,1196735,The Ordinary,Skin,317.0,
7596546,1140736,M.A.C,Makeup,318.0,
10945838,1198293,Philips,Men,319.0,
7545887,411653,Bioderma,Skin,320.0,500+ units sold in the last month
7524006,947277,Garnier,Makeup,321.0,500+ units sold in the last month
7523532,995989,Re'equil,Skin,322.0,500+ units sold in the last month
7617375,1168114,The Derma Co,Skin,323.0,500+ units sold in the last month
8640813,1183931,Rom&nd,Makeup,324.0,
9462046,1199108,PAULA'S CHOICE,Skin,325.0,
7543045,1067207,CLINIQUE,Skin,326.0,
7575809,COMBO_231020115932--ZT,L'Oreal Professionnel,Hair,327.0,
7613618,REWARD-1103737,Neutrogena,Skin,328.0,
7561653,1108175,Plum,Fragrance,329.0,
7609363,1154421,The Ordinary,Skin,330.0,500+ units sold in the last month
7523072,1023402,COSRX,Skin,331.0,500+ units sold in the last month
7618350,COMBO_250523144552-RIP,Lakme,Skin,332.0,
8658064,1183306,Brillare,Hair,333.0,
7551363,1013683,Lakme,Skin,334.0,1000+ units sold in the last month
7594485,1136941,Johnson's Baby,Mom & Baby,335.0,
7591116,1133686,SKIN1004,Skin,336.0,500+ units sold in the last month
8627447,1182972,Maybelline New York,Makeup,337.0,
7532168,1002778,Minimalist,Skin,338.0,500+ units sold in the last month
8790255,1188181,L'Oreal Paris,Makeup,339.0,500+ units sold in the last month
8722284,REWARD-949526,Lakme,Makeup,340.0,
7608547,1158542,Sheglam,Makeup,341.0,
7518066,1018268,Nivea,Bath & Body,342.0,
7599963,1145876,Lakme,Makeup,343.0,
7594637,COMBO_240321093828-ZS6,Plum,Skin,344.0,
8576440,1179573,FENTY BEAUTY,Makeup,345.0,
7595970,1136735,Laneige,Skin,346.0,
7503779,1023897,Plum,Makeup,347.0,500+ units sold in the last month
10786625,REWARD-1172364,Laneige,Skin,348.0,
10786371,REWARD-1102525,Pilgrim,Hair,349.0,
7558464,1103957,The Body Shop,Fragrance,350.0,
7553457,1090193,Minimalist,Skin,351.0,500+ units sold in the last month
7526837,1066288,Bronson Professional,Tools & Appliances,352.0,500+ units sold in the last month
7602285,1147867,Laneige,Skin,353.0,
7608600,1158505,Sheglam,Makeup,354.0,
8726256,1188857,hince,Makeup,355.0,
7608530,1158497,Sheglam,Makeup,356.0,
7610000,1159358,Anastasia Beverly Hills,Makeup,357.0,
8829561,REWARD-1169343,Akind,Makeup,358.0,
7500030,973033,L'Oreal Paris,Hair,359.0,1000+ units sold in the last month
7538503,934831,The Face Shop,Skin,360.0,1000+ units sold in the last month
7540758,1020843,Maybelline New York,Makeup,361.0,500+ units sold in the last month
8732535,1188606,Celimax,Skin,362.0,500+ units sold in the last month
7596688,13742,Johnson's Baby,Mom & Baby,363.0,
8576594,1179605,FENTY BEAUTY,Makeup,364.0,
7527842,939477,Neutrogena,Skin,365.0,500+ units sold in the last month
8640826,1183934,Rom&nd,Makeup,366.0,
7561663,1108179,Plum,Skin,367.0,500+ units sold in the last month
7608634,1158569,Sheglam,Makeup,368.0,
7511013,974078,Insight Cosmetics,Makeup,369.0,
10439842,1163630,Eclipse Solaire,Skin,370.0,
7557852,1090047,Bioderma,Skin,371.0,
7595968,1137062,Vaseline,Bath & Body,372.0,500+ units sold in the last month
7597194,1142492,Etude,Makeup,373.0,
8689198,1187251,Daily Life Forever52,Makeup,374.0,
7597894,1143212,Beauty of Joseon,Skin,375.0,1000+ units sold in the last month
7545910,959339,Bioderma,Bath & Body,376.0,
7565050,1113544,Maybelline New York,Makeup,377.0,
7608959,REWARD-1143223,Beauty of Joseon,Skin,378.0,500+ units sold in the last month
7600250,1144341,3TENX,Hair,379.0,
7540845,940450,Maybelline New York,Makeup,380.0,
8929200,1196166,KERASTASE,Hair,381.0,
10780866,REWARD-1018270,Nivea,Bath & Body,382.0,
10785657,REWARD-1091974,Benefit Cosmetics,Makeup,383.0,
7612204,1162524,FAE BEAUTY,Makeup,384.0,500+ units sold in the last month
8651030,1185697,Philips,Men,385.0,
8576407,1179470,FENTY BEAUTY,Makeup,386.0,
8602432,1165276,Sol de Janeiro,Fragrance,387.0,
7590631,COMBO_240131094156-IRO,Minimalist,Skin,388.0,1000+ units sold in the last month
7524667,1066251,Bronson Professional,Tools & Appliances,389.0,500+ units sold in the last month
7559047,1108482,Insight Cosmetics,Makeup,390.0,500+ units sold in the last month
7523262,995970,Re'equil,Skin,391.0,1000+ units sold in the last month
7572383,975848,Wellbeing Nutrition,Wellness,392.0,
7553187,1102264,Alan Truman,Tools & Appliances,393.0,
7528568,1002783,Minimalist,Hair,394.0,
10785336,REWARD-1158664,Sheglam,Makeup,395.0,
7601202,1147725,Huda Beauty,Makeup,396.0,
7553265,1089806,LOVE beauty AND planet,Hair,397.0,1000+ units sold in the last month
7619499,1177933,L'Oreal Paris,Hair,398.0,500+ units sold in the last month
7543299,1085615,Moroccanoil,Hair,399.0,
7532201,1023872,Plum,Skin,400.0,1000+ units sold in the last month
7578737,1130970,Schwarzkopf Professional,Hair,401.0,500+ units sold in the last month
8576579,1179583,FENTY BEAUTY,Makeup,402.0,
8689063,COMBO_251028094646491-DJJM,Rom&nd,Makeup,403.0,
7549698,1084819,The Derma Co,Skin,404.0,500+ units sold in the last month
7593668,1137089,Huda Beauty,Makeup,405.0,
7523226,1013269,Innisfree,Skin,406.0,500+ units sold in the last month
7608794,1157777,TIRTIR,Makeup,407.0,
7540740,993347,Maybelline New York,Makeup,408.0,
8914371,1195881,WishCare,Hair,409.0,
8885684,1191456,Laneige,Skin,410.0,500+ units sold in the last month
7596745,1140747,Ktein,Tools & Appliances,411.0,
8640834,1183945,Rom&nd,Makeup,412.0,
7502089,940751,L'Oreal Paris,Makeup,413.0,
8914376,1195884,WishCare,Bath & Body,414.0,500+ units sold in the last month
7618141,1172354,Minimalist,Skin,415.0,500+ units sold in the last month
7540960,1070605,Smashbox,Makeup,416.0,
7565909,1115288,Kayali,Fragrance,417.0,
8640824,1183948,Rom&nd,Makeup,418.0,
8676139,1169340,Akind,Makeup,419.0,
7576415,COMBO_231109064209-0XW,Olaplex,Hair,420.0,
8929197,1196167,KERASTASE,Hair,421.0,
8603887,1182135,Kimirica,Men,422.0,
7554373,1100424,Aveeno,Bath & Body,423.0,
8748450,1190442,Cetaphil,Skin,424.0,1000+ units sold in the last month
8576456,1179433,FENTY BEAUTY,Makeup,425.0,
7591079,1133637,SKIN1004,Skin,426.0,500+ units sold in the last month
8878035,1193364,M.A.C,Makeup,427.0,
10785989,REWARD-1138396,KIKO Milano,Makeup,428.0,
8767144,1189130,Lancome,Fragrance,429.0,
10782148,1199256,Re'equil,Skin,430.0,
7565928,1115275,Kayali,Fragrance,431.0,
7516738,1018228,Nivea,Men,432.0,
7559237,891950,Lakme,Makeup,433.0,500+ units sold in the last month
7558840,1110713,Rom&nd,Makeup,434.0,
7540733,940372,Maybelline New York,Makeup,435.0,
7602443,1149666,The Derma Co,Skin,436.0,500+ units sold in the last month
7522234,995964,Re'equil,Skin,437.0,500+ units sold in the last month
7599980,1141269,M.A.C,Makeup,438.0,
7603151,1149979,Mixsoon,Skin,439.0,
7561885,1102795,Deconstruct,Makeup,440.0,500+ units sold in the last month
7528023,1043261,L'occitane,Bath & Body,441.0,
7528546,1013642,Tresemme,Hair,442.0,
7527779,959541,mCaffeine,Bath & Body,443.0,
7619668,REWARD-939477,Neutrogena,Skin,444.0,
7541296,1076103,PAC,Makeup,445.0,
7602560,1148162,essence,Makeup,446.0,
