item_id,Item Code,Brand,L1,Product Priority,Social Nudge
7562355,1049107,essence,Makeup,9663.0,
7609940,1159991,VT Cosmetics,Skin,9664.0,
7552106,1098620,Paese Cosmetics,Makeup,9665.0,
8629305,1184911,NARS,Makeup,9666.0,
7597762,1143062,Vega,Makeup,9667.0,
7550667,1091933,Benefit Cosmetics,Makeup,9668.0,
7612131,1158268,Laura Mercier,Makeup,9669.0,
7603877,1152233,Maybelline New York,Makeup,9670.0,
7570235,1118540,Plum,Skin,9671.0,
8576511,1179517,FENTY BEAUTY,Makeup,9672.0,
8833052,COMBO_260212120541175-ET3I,WishCare,Hair,9673.0,
7619307,1170681,Armaf,Fragrance,9674.0,
7559010,1108741,Insight Cosmetics,Makeup,9675.0,
7614477,1166315,Oulac,Makeup,9676.0,
7576907,1128088,Wildly Pure,Hair,9677.0,
7552856,1056933,Wella Professionals,Hair,9678.0,
8613977,1177525,Huda Beauty,Makeup,9679.0,
8681974,1184626,TIRTIR,Makeup,9680.0,
7543290,1085787,Moroccanoil,Hair,9681.0,
7536486,1072376,Swiss Beauty,Makeup,9682.0,
7510746,939592,Faces Canada,Makeup,9683.0,
7535402,926585,Vaadi Herbals,Bath & Body,9684.0,
7776951,1163620,Puraveda,Makeup,9685.0,
7554613,1105665,Forest Essentials,Bath & Body,9686.0,
7506632,994564,United Colors Of Benetton,Fragrance,9687.0,
7616645,1158343,Babila,Tools & Appliances,9688.0,
8638969,1181881,Too Faced,Makeup,9689.0,
7590073,1132411,Tommy Hilfiger,Fragrance,9690.0,
8732689,1189746,KRYOLAN,Makeup,9691.0,
7595253,1138555,KIKO Milano,Makeup,9692.0,
8681988,1184654,TIRTIR,Makeup,9693.0,
7594979,1138110,KIKO Milano,Makeup,9694.0,
7597257,1125271,M.A.C,Makeup,9695.0,
7506822,957408,United Colors Of Benetton,Fragrance,9696.0,
7537528,938493,Brillare,Hair,9697.0,
7603058,1142735,Swiss Beauty,Makeup,9698.0,
7573267,1124634,Cetaphil,Skin,9699.0,
7601282,1148652,Swiss Beauty,Makeup,9700.0,
7595311,1138760,KIKO Milano,Makeup,9701.0,
7597491,1143650,Alfaparf Milano,Hair,9702.0,
7599833,1140837,PIXI,Skin,9703.0,
7682823,1176625,Benefit Cosmetics,Makeup,9704.0,
8638960,1181871,Too Faced,Makeup,9705.0,
7610653,1160934,Chloe,Fragrance,9706.0,
7607117,1149827,Pilgrim,Skin,9707.0,
7555169,961062,Makeup Revolution,Makeup,9708.0,
7529344,942633,Daily Life Forever52,Makeup,9709.0,
7559636,1040074,Celimax,Skin,9710.0,
8627123,1184443,NARS,Makeup,9711.0,
7551156,1085892,QOD Professional,Hair,9712.0,
7522454,13621,Nivea,Skin,9713.0,
8589488,1180390,Typsy Beauty,Makeup,9714.0,
7578467,1131577,M.A.C,Makeup,9715.0,
7552819,1057013,SP,Hair,9716.0,
7612856,1158858,Streax,Hair,9717.0,
9389792,1198131,Daily Life Forever52,Makeup,9718.0,
8686605,1183166,M.A.C,Makeup,9719.0,
7532211,989877,L'occitane,Bath & Body,9720.0,
7548282,856597,Palmer's,Bath & Body,9721.0,
7601145,1143533,L'occitane,Skin,9722.0,
7549187,1060461,Jimmy Choo,Fragrance,9723.0,
8922801,1190641,Dr.Jart+,Skin,9724.0,
7617222,1151372,Giorgio Armani,Makeup,9725.0,
7600095,1143607,Laneige,Skin,9726.0,
8732622,1189638,KRYOLAN,Makeup,9727.0,
7611839,1156066,DAVIDOFF,Fragrance,9728.0,
7538647,935521,O3+,Skin,9729.0,
7613096,1008804,C.A.L Los Angeles,Makeup,9730.0,
7619475,1177766,SUGAR Cosmetics,Makeup,9731.0,
7536557,1010195,Beardo,Men,9732.0,
7540811,1020769,Maybelline New York,Makeup,9733.0,
7566513,1118038,AJMAL,Fragrance,9734.0,
8821751,1190457,Tira,Tira Merch,9735.0,
7595049,1138093,KIKO Milano,Makeup,9736.0,
7602530,1148245,essence,Makeup,9737.0,
8639699,1185504,Moxie Beauty,Hair,9738.0,
7528753,1020733,Garnier,Hair,9739.0,
8829539,REWARD-1188434,coxir,Skin,9740.0,
7572411,992570,Wellbeing Nutrition,Wellness,9741.0,
7502484,1013822,Elle 18,Makeup,9742.0,
8627012,1184270,NARS,Makeup,9743.0,
7561565,957433,Versace,Fragrance,9744.0,
8626352,1183385,Maybelline New York,Makeup,9745.0,
7531406,959547,mCaffeine,Skin,9746.0,
7604854,1153980,Lakme,Makeup,9747.0,
7508217,990439,Kama Ayurveda,Hair,9748.0,
7551424,1098895,Anastasia Beverly Hills,Makeup,9749.0,
7611982,COMBO_250108120836-O2B,Foxtale,Skin,9750.0,
7571520,1114658,Clarins,Men,9751.0,
8681906,1184572,TIRTIR,Makeup,9752.0,
7617704,1169260,Fix My Curls,Hair,9753.0,
8733550,1188040,Moxie Beauty,Hair,9754.0,
7506122,953372,Salvatore Ferragamo,Fragrance,9755.0,
7503305,994472,Colorbar,Makeup,9756.0,
7547760,1080741,Wild Stone,Men,9757.0,
7547083,1080028,Lakme,Makeup,9758.0,
7590336,COMBO_240130061558-MJZ,Jaguar,Fragrance,9759.0,
7610230,1159994,Sungboon Editor,Skin,9760.0,
7557739,1082142,M.A.C,Skin,9761.0,
7506326,953134,Police,Fragrance,9762.0,
7597419,1112775,Calvin Klein,Men,9763.0,
8583080,1179199,Moroccanoil,Hair,9764.0,
7589546,1129192,Ikonic Professional,Tools & Appliances,9765.0,
7600090,1143605,Laneige,Skin,9766.0,
7568327,1103997,The Body Shop,Bath & Body,9767.0,
7595234,1138475,KIKO Milano,Makeup,9768.0,
7599540,1145189,Carolina Herrera,Fragrance,9769.0,
7614872,1163852,bareMinerals,Makeup,9770.0,
7591556,1133563,Innisfree,Skin,9771.0,
8576607,1179590,FENTY BEAUTY,Makeup,9772.0,
7617852,1169951,Typsy Beauty,Makeup,9773.0,
8576326,1179350,FENTY BEAUTY,Makeup,9774.0,
7618521,COMBO_250530092436-FG1,Plum,Skin,9775.0,
8681959,1184612,TIRTIR,Makeup,9776.0,
7531352,1013695,Pond's,Skin,9777.0,
8758564,COMBO_251231072828181-4SQC,Puraveda,Hair,9778.0,
7541757,1076187,PAC,Makeup,9779.0,
9045364,1190809,Milk Shake,Hair,9780.0,
7554676,1105585,Forest Essentials,Bath & Body,9781.0,
7565051,1113509,L'Oreal Paris,Makeup,9782.0,
7567491,1082276,M.A.C,Makeup,9783.0,
7617821,1169240,L'occitane,Hair,9784.0,
8726216,1188828,hince,Makeup,9785.0,
7528794,1017047,Tresemme,Hair,9786.0,
7591547,1133564,Innisfree,Skin,9787.0,
7576690,COMBO_231116050402-24Z,Wella Professionals,Hair,9788.0,
7617237,1151578,Giorgio Armani,Makeup,9789.0,
7591188,1125097,M.A.C,Makeup,9790.0,
8576534,1179510,FENTY BEAUTY,Makeup,9791.0,
7595795,1139842,PAC,Makeup,9792.0,
8971955,COMBO_260311100145564-0H6D,medicube,Skin,9793.0,
7617332,COMBO_250410055346-TG8,Plum,Skin,9794.0,
7553114,1102235,Alan Truman,Tools & Appliances,9795.0,
7603096,1149405,Hask,Hair,9796.0,
7594990,1138111,KIKO Milano,Makeup,9797.0,
8837893,1191122,Manetain,Hair,9798.0,
7611143,1161085,KIKO Milano,Makeup,9799.0,
7535202,1070061,Too Faced,Makeup,9800.0,
7595831,1136762,Elizabeth Arden,Skin,9801.0,
7619251,1174475,KIRO,Makeup,9802.0,
7595572,1138557,KIKO Milano,Makeup,9803.0,
8583367,1181237,Kylie Cosmetics,Makeup,9804.0,
9326279,1198456,L'Oreal Paris,Makeup,9805.0,
7595647,1137434,Minimalist,Skin,9806.0,
8821727,1192892,Kimirica,Bath & Body,9807.0,
7505850,954616,Dorall Collection,Fragrance,9808.0,
7599922,1142838,Mamaearth,Makeup,9809.0,
7594445,1137401,L'Oreal Paris,Makeup,9810.0,
7541473,1075691,PAC,Makeup,9811.0,
7560504,1102066,Burberry,Fragrance,9812.0,
8638982,COMBO_250918111343688-P4NL,Foxtale,Skin,9813.0,
7614123,1165841,Oziva,Wellness,9814.0,
7608144,1152601,Benefit Cosmetics,Makeup,9815.0,
7550891,1094211,Anastasia Beverly Hills,Makeup,9816.0,
7524755,957982,Ikonic Professional,Tools & Appliances,9817.0,
8837890,1191089,Manetain,Hair,9818.0,
7573857,1018138,Nivea,Bath & Body,9819.0,
7589905,COMBO_240118102757--EI,Ajmal,Fragrance,9820.0,
8792466,1187800,Moody,Skin,9821.0,
7607173,1154914,Wild Stone,Men,9822.0,
7605994,1153633,PIXI,Makeup,9823.0,
8654668,1182069,LA' French,Fragrance,9824.0,
7572769,1124280,Makeup Revolution,Makeup,9825.0,
7502034,1011258,Swiss Beauty,Makeup,9826.0,
7502510,972474,SUGAR Cosmetics,Makeup,9827.0,
7592976,1103886,The Body Shop,Bath & Body,9828.0,
7577512,1129472,Kundal,Bath & Body,9829.0,
7597831,1143076,Vega,Tools & Appliances,9830.0,
7573129,1124954,The Face Shop,Skin,9831.0,
7597214,1125158,M.A.C,Makeup,9832.0,
8622164,1181284,L'Oreal Paris,Skin,9833.0,
7938285,1171836,KIRO,Makeup,9834.0,
8667865,1184773,Blur India,Fragrance,9835.0,
7543039,1084590,CLINIQUE,Skin,9836.0,
7561692,1102589,Kimirica,Bath & Body,9837.0,
8667058,1186768,Estee Lauder,Makeup,9838.0,
7618010,1171961,The Derma Co,Skin,9839.0,
7613265,COMBO_250130051221-FON,Maybelline New York,Makeup,9840.0,
8631407,COMBO_250912125318275-YH1E,Soulflower,Hair,9841.0,
7543260,1085646,Moroccanoil,Hair,9842.0,
7615608,1167655,Nautica,Fragrance,9843.0,
7607462,1156206,Tikitoro,Mom & Baby,9844.0,
7595539,1138354,KIKO Milano,Makeup,9845.0,
8657215,1183445,Novology,Skin,9846.0,
7589218,1131400,Lakme,Skin,9847.0,
7609091,1153005,Milk Baobab,Bath & Body,9848.0,
7522355,1053967,Giovanni,Hair,9849.0,
8732824,1189864,KRYOLAN,Makeup,9850.0,
7553105,1102180,Alan Truman,Tools & Appliances,9851.0,
7589491,1131537,Innisfree,Bath & Body,9852.0,
7592227,COMBO_240220055851-ZTK,Dove,Hair,9853.0,
7549806,1080527,Dermafique,Bath & Body,9854.0,
7559623,1040071,Celimax,Skin,9855.0,
7535040,1071825,Majestique,Makeup,9856.0,
7594576,1134730,Wet n Wild,Makeup,9857.0,
8720913,1188568,Daily Life Forever52,Makeup,9858.0,
7550237,1090531,Dermalogica,Skin,9859.0,
7565067,1113550,Maybelline New York,Makeup,9860.0,
7618562,1049784,Jean Paul Gaultier,Fragrance,9861.0,
7615526,1164319,L'Oreal Paris,Makeup,9862.0,
7597288,1136774,Philips,Tools & Appliances,9863.0,
7562243,1034662,Chopard,Fragrance,9864.0,
7590006,1132219,Kundal,Bath & Body,9865.0,
7541303,1075989,PAC,Makeup,9866.0,
7528242,989936,L'occitane,Fragrance,9867.0,
7573191,1123807,Charmacy Milano,Makeup,9868.0,
7534838,949708,AND,Fragrance,9869.0,
7561425,1102729,Chloe,Fragrance,9870.0,
7548290,856601,Palmer's,Bath & Body,9871.0,
8835540,1193874,Benefit Cosmetics,Makeup,9872.0,
7614925,1163936,bareMinerals,Makeup,9873.0,
7558554,1109614,Skinn by Titan,Men,9874.0,
7605200,1152445,Charmacy Milano,Makeup,9875.0,
7611557,1158256,Clinique,Makeup,9876.0,
7572894,1121752,Lakme,Skin,9877.0,
7612334,1162468,Foxtale,Skin,9878.0,
7618758,1176730,Maybelline New York,Makeup,9879.0,
7568095,1114608,Faces Canada,Makeup,9880.0,
7576273,1127924,KIRO,Makeup,9881.0,
7607895,1145914,M.A.C,Makeup,9882.0,
7618235,1172656,Forest Essentials,Bath & Body,9883.0,
7558358,1104439,O3+,Skin,9884.0,
7568990,1121642,mCaffeine,Makeup,9885.0,
7618005,1171775,Mamaearth,Skin,9886.0,
7776908,1162316,Puraveda,Hair,9887.0,
7596543,1140729,M.A.C,Makeup,9888.0,
7612459,1161248,Daily Life Forever52,Makeup,9889.0,
7551337,949371,Lakme,Makeup,9890.0,
7516449,957319,Versace,Men,9891.0,
7594851,1137888,KIKO Milano,Makeup,9892.0,
8657243,1183622,Mamaearth,Makeup,9893.0,
8713926,1188152,Plum,Fragrance,9894.0,
8915562,1196011,HYUE,Makeup,9895.0,
8821721,1192886,Kimirica,Bath & Body,9896.0,
7602453,1149665,The Derma Co,Skin,9897.0,
7610668,1160949,HK Vitals,Wellness,9898.0,
7550992,1054928,Kimirica,Skin,9899.0,
7600728,1141108,Hugo Boss,Fragrance,9900.0,
7595806,1139814,RENEE,Fragrance,9901.0,
8613955,1165567,Huda Beauty,Makeup,9902.0,
7606995,1154855,Yves Saint Laurent,Makeup,9903.0,
7532181,1023903,Plum,Skin,9904.0,
7519534,961405,L.A. Girl,Makeup,9905.0,
7512060,1029716,Makeup Revolution,Makeup,9906.0,
8632432,1183157,Vega,Tools & Appliances,9907.0,
7593214,1135850,Calvin Klein,Fragrance,9908.0,
7552879,1057002,Wella Professionals,Men,9909.0,
7539145,949406,Lakme,Makeup,9910.0,
7531791,1016987,Pond's,Skin,9911.0,
8690423,1185461,Faces Canada,Makeup,9912.0,
7597791,1143036,Vega,Tools & Appliances,9913.0,
7533232,1071624,Majestique,Tools & Appliances,9914.0,
9489824,COMBO_260407120521346-PFYR,Inde Wild,Fragrance,9915.0,
7519875,1026105,KIRO,Makeup,9916.0,
7567137,1116715,Huda Beauty,Makeup,9917.0,
7550781,1094384,Anastasia Beverly Hills,Makeup,9918.0,
7522244,995973,Re'equil,Hair,9919.0,
7604406,1150727,Vega,Tools & Appliances,9920.0,
7560404,1107146,PAC,Makeup,9921.0,
7592272,1134948,Anastasia Beverly Hills,Makeup,9922.0,
7600785,1119683,The Body Shop,Skin,9923.0,
8732789,1189771,KRYOLAN,Makeup,9924.0,
8633432,1185317,Swiss Beauty,Makeup,9925.0,
7540930,1082337,M.A.C,Makeup,9926.0,
7614160,1162583,Foxtale,Skin,9927.0,
7601715,COMBO_240708082218-4-9,Dove,Hair,9928.0,
7569615,1119361,Huda Beauty,Makeup,9929.0,
7534866,1071860,Majestique,Tools & Appliances,9930.0,
7618002,1171777,Mamaearth,Skin,9931.0,
7558283,1106823,BiE - Beauty In Everything,Skin,9932.0,
8652489,1184147,HAIR PURE,Hair,9933.0,
7517190,409753,Nivea,Bath & Body,9934.0,
7617337,COMBO_250410055445-AH3,Plum,Skin,9935.0,
8851486,1190638,The Sass Bar,Makeup,9936.0,
7603094,1149396,Hask,Hair,9937.0,
7505372,952748,Jaguar,Fragrance,9938.0,
7563660,1110361,Lancome,Fragrance,9939.0,
7539142,949520,Lakme,Makeup,9940.0,
7589660,1133110,O3+,Skin,9941.0,
8613991,1177547,Huda Beauty,Makeup,9942.0,
7611195,1161912,KIKO Milano,Makeup,9943.0,
8817921,1192989,Lakme,Skin,9944.0,
7571812,1122825,Fixderma,Mom & Baby,9945.0,
7508163,1011833,Vega,Tools & Appliances,9946.0,
7501735,972543,SUGAR Cosmetics,Makeup,9947.0,
8650788,1185898,NARS,Makeup,9948.0,
7568449,1063374,Gatsby,Men,9949.0,
7526583,1015411,M.A.C,Makeup,9950.0,
8640414,1184717,PAC,Makeup,9951.0,
7593511,COMBO_240306095959-NIM,L'Oreal Paris,Hair,9952.0,
7573068,1124826,Natio,Men,9953.0,
7610240,1160115,Sungboon Editor,Skin,9954.0,
7619468,1177764,SUGAR Cosmetics,Makeup,9955.0,
7601322,1143588,Innisfree,Skin,9956.0,
7514805,939096,Colorbar,Makeup,9957.0,
7560518,926565,Vaadi Herbals,Bath & Body,9958.0,
8691952,1187354,RENEE,Makeup,9959.0,
7501807,948363,Miss Claire,Makeup,9960.0,
7616754,934817,The Face Shop,Skin,9961.0,
7531987,958478,KAYA,Skin,9962.0,
7508246,1011516,Vega,Tools & Appliances,9963.0,
7616234,1169852,Rom&nd,Makeup,9964.0,
7592631,1130879,Vega,Tools & Appliances,9965.0,
7533258,1071797,Majestique,Tools & Appliances,9966.0,
7557123,1038193,Vaadi Herbals,Makeup,9967.0,
8886510,1193674,Daily Life Forever52,Makeup,9968.0,
7604415,1149250,Schwarzkopf Professional,Hair,9969.0,
8625959,1182693,Fix My Curls,Hair,9970.0,
7609025,1156392,Wella Professionals,Hair,9971.0,
8872056,1193503,Make Up For Ever,Makeup,9972.0,
7595276,1138564,KIKO Milano,Makeup,9973.0,
7528785,940227,L'Oreal Paris,Hair,9974.0,
7573146,1120250,Benefit Cosmetics,Makeup,9975.0,
9390013,COMBO_260403101005282-01_G,Rom&nd,Makeup,9976.0,
7551158,1085891,QOD Professional,Hair,9977.0,
7554683,1105627,Forest Essentials,Skin,9978.0,
8677164,1186619,Charmacy Milano,Makeup,9979.0,
7576883,996549,L'Oreal Paris,Makeup,9980.0,
7571174,1118307,Roberto Cavalli,Fragrance,9981.0,
7522833,1005395,Mamaearth,Skin,9982.0,
7591799,1135150,Swiss Beauty,Makeup,9983.0,
7575203,1123674,Giorgio Armani,Fragrance,9984.0,
7597720,1140381,PIXI,Skin,9985.0,
7539969,926583,Vaadi Herbals,Bath & Body,9986.0,
7554610,1105651,Forest Essentials,Bath & Body,9987.0,
7612208,1162552,Clarins,Makeup,9988.0,
7505827,953333,Salvatore Ferragamo,Fragrance,9989.0,
7526980,1066268,Bronson Professional,Makeup,9990.0,
7601645,COMBO_240705112117-GFJ,The Body Shop,Bath & Body,9991.0,
7593139,1136599,Typsy Beauty,Makeup,9992.0,
7615523,1165935,PAC,Makeup,9993.0,
7505963,951581,Chopard,Fragrance,9994.0,
7540622,949499,Lakme,Makeup,9995.0,
7540860,1021341,Maybelline New York,Makeup,9996.0,
7505824,951586,Chopard,Fragrance,9997.0,
7543405,1081216,Paese Cosmetics,Makeup,9998.0,
7541343,1075753,PAC,Makeup,9999.0,
8578492,1176568,HOUSE OF MAKEUP,Makeup,10000.0,
7567381,1117825,Lancome,Makeup,10001.0,
8773257,1189974,Innisfree,Skin,10002.0,
7595285,1138501,KIKO Milano,Makeup,10003.0,
8688686,1186242,Insight Cosmetics,Makeup,10004.0,
7603524,1149937,O.P.I,Makeup,10005.0,
7617600,1170487,Dr.Jart+,Skin,10006.0,
7561501,1040067,Thank You Farmer,Skin,10007.0,
7573571,1125857,Plum,Makeup,10008.0,
7594592,1134738,Wet n Wild,Makeup,10009.0,
7565095,1113539,Garnier,Skin,10010.0,
7618899,1177569,FENTY SKIN,Skin,10011.0,
7573090,1124813,Natio,Skin,10012.0,
8711022,COMBO_251119062157374-TD1K,Akind,Makeup,10013.0,
7531021,1013623,Pond's,Skin,10014.0,
7603097,1149414,Hask,Hair,10015.0,
8583245,1180982,COSIQ,Bath & Body,10016.0,
7563010,1108801,Moroccanoil,Bath & Body,10017.0,
8625371,1181675,SAMER KHOUZAMI,Makeup,10018.0,
8969604,1195805,REDKEN,Hair,10019.0,
7557824,1009479,Clinique,Skin,10020.0,
7608887,1143914,Dream. Immerse. Play.,Bath & Body,10021.0,
7532073,990021,L'occitane,Skin,10022.0,
7601326,1146816,Giorgio Armani,Fragrance,10023.0,
7618169,1173445,Fixderma,Skin,10024.0,
8979002,1193562,Maybelline New York,Makeup,10025.0,
7614627,1166548,Fixderma,Skin,10026.0,
7521672,1005470,Mamaearth,Hair,10027.0,
7597383,1130888,It's Skin,Skin,10028.0,
7598131,1142581,RENEE,Makeup,10029.0,
7612942,1163951,Beardo,Men,10030.0,
7603162,1149909,Mixsoon,Skin,10031.0,
8706484,1187229,Daily Life Forever52,Makeup,10032.0,
7599514,1145136,Jean Paul Gaultier,Fragrance,10033.0,
7552830,1056982,SP,Hair,10034.0,
7523919,928343,Fixderma Cosmetic Laboratories,Skin,10035.0,
7617996,1171769,Dr. Sheth's,Skin,10036.0,
8624939,1179097,essence,Makeup,10037.0,
7570048,1118328,Schwarzkopf,Hair,10038.0,
7541788,1076347,PAC,Makeup,10039.0,
7577194,1127272,Yves Saint Laurent,Fragrance,10040.0,
7528819,1017045,Tresemme,Hair,10041.0,
7568363,1119999,Daily Life Forever52,Makeup,10042.0,
7515776,948406,Miss Claire,Makeup,10043.0,
7960553,1172371,Cetaphil,Skin,10044.0,
7599519,1144002,BANANA REPUBLIC,Fragrance,10045.0,
7574543,1126406,The Man Company,Men,10046.0,
7524094,959919,Chambor,Skin,10047.0,
7611651,1153291,Clarins,Skin,10048.0,
7612822,1162647,Pilgrim,Makeup,10049.0,
8630404,1151494,Prada,Makeup,10050.0,
7600943,1146838,Philips,Men,10051.0,
7594869,1137917,KIKO Milano,Makeup,10052.0,
7507275,993642,SKIN COTTAGE,Bath & Body,10053.0,
8624989,1182946,L'Oreal Paris,Makeup,10054.0,
7602314,1143768,Kimirica,Bath & Body,10055.0,
8622998,1181078,Chloe,Fragrance,10056.0,
7540867,941903,Maybelline New York,Makeup,10057.0,
7576756,COMBO_231117112933-B1N,Love Beauty & Planet,Hair,10058.0,
7609536,1147517,Mamaearth,Makeup,10059.0,
7578007,1130421,Insight Cosmetics,Makeup,10060.0,
8629405,1185039,NARS,Makeup,10061.0,
7611334,1161994,Rexona,Fragrance,10062.0,
7502606,948486,Miss Claire,Makeup,10063.0,
7614380,1129182,Ikonic Me,Tools & Appliances,10064.0,
7618115,REWARD-1135794,Benefit Cosmetics,Makeup,10065.0,
7578302,1125122,Lador,Hair,10066.0,
8886515,1193675,Daily Life Forever52,Makeup,10067.0,
8681951,1184660,TIRTIR,Makeup,10068.0,
8135609,1178434,Fixderma,Skin,10069.0,
7790686,1177045,Biotop Professional,Hair,10070.0,
8740137,1189964,PAC,Makeup,10071.0,
7575407,1124101,Aveda,Hair,10072.0,
8576389,1179522,FENTY BEAUTY,Makeup,10073.0,
7601641,1144686,Dr. Sheth's,Skin,10074.0,
7547147,1079971,Lakme,Makeup,10075.0,
7516289,950936,AJMAL,Fragrance,10076.0,
7551317,949536,Lakme,Makeup,10077.0,
7614268,1164144,Charmacy Milano,Makeup,10078.0,
7520780,1066294,Bronson Professional,Tools & Appliances,10079.0,
7574000,1126186,GK Hair,Hair,10080.0,
7577270,1129409,SUGAR Cosmetics,Makeup,10081.0,
7618013,1171781,Mamaearth,Skin,10082.0,
7560414,1107100,PAC,Makeup,10083.0,
7562107,1107390,John Varvatos,Fragrance,10084.0,
8588603,1181756,Wella Professionals,Hair,10085.0,
7618576,1171919,Rabanne,Fragrance,10086.0,
7507819,1011868,Vega,Tools & Appliances,10087.0,
7550893,1094355,Anastasia Beverly Hills,Makeup,10088.0,
7547420,935516,O3+,Skin,10089.0,
7557327,1103821,Just Herbs,Makeup,10090.0,
7528931,942115,Daily Life Forever52,Makeup,10091.0,
7618186,COMBO_250516125536-0X7,Aveda,Hair,10092.0,
7599711,1142756,Maybelline New York,Makeup,10093.0,
7568944,1120709,Gucci,Fragrance,10094.0,
7533797,906881,Secret Temptation,Fragrance,10095.0,
7538803,1011385,Swiss Beauty,Makeup,10096.0,
8639700,1185508,Moxie Beauty,Hair,10097.0,
7591134,1130331,Kate Spade,Fragrance,10098.0,
7572170,1123638,Innisfree,Skin,10099.0,
7531463,945421,Belif,Skin,10100.0,
7559996,408216,Yardley London,Bath & Body,10101.0,
7615781,COMBO_250305114115-EGT,Beauty Garage,Hair,10102.0,
8969587,1195795,REDKEN,Hair,10103.0,
7567543,1115073,Lakme,Makeup,10104.0,
7559960,1102624,Marc Jacobs,Fragrance,10105.0,
8773142,1189939,OUAI,Fragrance,10106.0,
7541863,1076158,PAC,Makeup,10107.0,
7599847,1146775,Insight Cosmetics,Makeup,10108.0,
7524770,996830,GUBB,Bath & Body,10109.0,
7597651,1140318,PIXI,Makeup,10110.0,
7503577,972330,SUGAR Cosmetics,Makeup,10111.0,
7520251,961711,Revolution Pro,Makeup,10112.0,
8706481,1187225,Daily Life Forever52,Makeup,10113.0,
7602515,1148216,essence,Makeup,10114.0,
7547152,1079964,Lakme,Makeup,10115.0,
8859287,1192397,SUGAR Cosmetics,Skin,10116.0,
7938280,1171835,KIRO,Makeup,10117.0,
7591091,1133708,SKIN1004,Skin,10118.0,
7603706,COMBO_240725122646-NZ9,Aqualogica,Fragrance,10119.0,
8732767,1189751,KRYOLAN,Makeup,10120.0,
8583113,1180498,Foxtale,Skin,10121.0,
7547156,1079967,Lakme,Makeup,10122.0,
7568926,1121499,Laura Mercier,Makeup,10123.0,
7680787,1179008,PAC,Makeup,10124.0,
7615620,1167610,Pilgrim,Makeup,10125.0,
8667598,1185702,Caudalie,Skin,10126.0,
8791462,1192953,Etude,Makeup,10127.0,
7548364,917050,La Shield,Skin,10128.0,
8732653,1189707,KRYOLAN,Makeup,10129.0,
8886513,1193678,Daily Life Forever52,Makeup,10130.0,
7601679,1141576,Bombay Shaving Company,Men,10131.0,
7612893,1162329,Etude,Makeup,10132.0,
7561431,1102721,Chloe,Fragrance,10133.0,
7616697,1168201,Pilgrim,Bath & Body,10134.0,
7617960,1171023,Ikonic Professional,Tools & Appliances,10135.0,
7560379,1107131,PAC,Skin,10136.0,
8621414,1181389,Bobbi Brown,Makeup,10137.0,
7561531,1083010,Sirona,Bath & Body,10138.0,
7774598,1172589,Juicy Couture,Fragrance,10139.0,
7594839,1137887,KIKO Milano,Makeup,10140.0,
7541833,1075957,PAC,Makeup,10141.0,
8760888,1189054,Fixderma,Bath & Body,10142.0,
7592146,1134392,The Earth Collective,Hair,10143.0,
7595073,1138064,KIKO Milano,Makeup,10144.0,
7603810,COMBO_240729061248-ZVN,Etude,Makeup,10145.0,
8806018,1191871,Biolage,Hair,10146.0,
8714351,1187887,Swiss Beauty,Makeup,10147.0,
7516327,1049326,Bella Vita,Fragrance,10148.0,
7574305,1125437,Forest Essentials,Bath & Body,10149.0,
7561583,957313,Versace,Men,10150.0,
7514762,1024631,Insight Cosmetics,Makeup,10151.0,
7618674,1167380,Elizabeth Arden,Skin,10152.0,
7550769,1094125,Anastasia Beverly Hills,Makeup,10153.0,
7601323,1143589,Innisfree,Skin,10154.0,
7573243,1123878,Azzaro,Fragrance,10155.0,
7594325,1137017,COTRIL,Hair,10156.0,
7595096,1138250,KIKO Milano,Makeup,10157.0,
8790301,1191426,NARS,Makeup,10158.0,
7595473,1138604,KIKO Milano,Makeup,10159.0,
7554618,1105620,Forest Essentials,Hair,10160.0,
8576466,1179365,FENTY BEAUTY,Makeup,10161.0,
7589271,COMBO_240105061543-P-V,Beardo,Men,10162.0,
7577321,1128349,Wild Stone,Men,10163.0,
8837924,1191136,Manetain,Hair,10164.0,
7617995,1171772,Mamaearth,Mom & Baby,10165.0,
7541441,1075702,PAC,Makeup,10166.0,
7578464,1131563,M.A.C,Makeup,10167.0,
9324881,1191045,Spritz By Typsy,Fragrance,10168.0,
7595375,1138663,KIKO Milano,Makeup,10169.0,
11252455,COMBO_260504063002396-UEVK,Nivea,Makeup,10170.0,
7589590,1132407,Innisfree,Makeup,10171.0,
7611303,1158876,Allies Of Skin,Skin,10172.0,
7593120,1135761,Too Faced,Makeup,10173.0,
7515953,953157,Police,Fragrance,10174.0,
7596552,1140721,M.A.C,Makeup,10175.0,
7600112,COMBO_240613112748--DP,BBlunt,Hair,10176.0,
9572397,COMBO_260409085604249-KQJI,Aveeno,Mom & Baby,10177.0,
7604434,1149046,L'occitane,Hair,10178.0,
7571338,1121662,L.A. Girl,Makeup,10179.0,
9558547,1198145,Plum,Fragrance,10180.0,
7528037,1043238,L'occitane,Bath & Body,10181.0,
7615431,1165521,Lakme,Makeup,10182.0,
7602506,1148243,essence,Makeup,10183.0,
7578465,1131568,M.A.C,Makeup,10184.0,
7546963,1079977,Lakme,Skin,10185.0,
7524373,1005393,Mamaearth,Mom & Baby,10186.0,
7574607,952520,Estee Lauder,Fragrance,10187.0,
